subject_id,scenario_id,rep,configuration,engine_mode,diag_component,diag_category,gt_role,gt_category,top1_aligned
s2-listmonk,F2,r1,C5,llm-b-grounded,Test Suite,test-reliability,app,configuration,0
s2-listmonk,F2,r1,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r10,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C1,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C1,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C2,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C2,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r10,C3,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r10,C3,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r10,C3,llm-b-grounded,API endpoint handlers,application,app,configuration,0
s2-listmonk,F2,r10,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r10,C3,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r10,C4,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r10,C4,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r10,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r10,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r10,C4,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r10,C5,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r10,C5,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r10,C5,llm-b-grounded,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r10,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r10,C5,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r2,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r2,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r2,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r2,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r2,C3,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r2,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r2,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r2,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r2,C5,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r2,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r3,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r3,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r3,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r3,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r3,C3,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r3,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r3,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r3,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r3,C5,llm-b-grounded,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r3,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r4,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C1,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C1,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C2,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C2,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r4,C3,llm-b-freeform,API endpoints,application,app,configuration,0
s2-listmonk,F2,r4,C3,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r4,C3,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r4,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r4,C3,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r4,C4,llm-b-freeform,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r4,C4,llm-freeform,Database seed task,database,app,configuration,0
s2-listmonk,F2,r4,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r4,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r4,C4,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r4,C5,llm-b-freeform,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r4,C5,llm-freeform,Database seed task,database,app,configuration,0
s2-listmonk,F2,r4,C5,llm-b-grounded,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r4,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r4,C5,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r5,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C1,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C1,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C2,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C2,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r5,C3,llm-b-freeform,API endpoints,application,app,configuration,0
s2-listmonk,F2,r5,C3,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r5,C3,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r5,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r5,C3,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r5,C4,llm-b-freeform,API endpoints,test-reliability,app,configuration,0
s2-listmonk,F2,r5,C4,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r5,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r5,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r5,C4,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r5,C5,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r5,C5,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r5,C5,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r5,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r5,C5,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r6,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C1,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C1,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C2,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C2,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r6,C3,llm-b-freeform,API endpoints,application,app,configuration,0
s2-listmonk,F2,r6,C3,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r6,C3,llm-b-grounded,API endpoint handlers,application,app,configuration,0
s2-listmonk,F2,r6,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r6,C3,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r6,C4,llm-b-freeform,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r6,C4,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r6,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r6,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r6,C4,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r6,C5,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r6,C5,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r6,C5,llm-b-grounded,Test Suite,test-reliability,app,configuration,0
s2-listmonk,F2,r6,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r6,C5,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r7,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C1,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C1,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C2,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C2,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r7,C3,llm-b-freeform,API endpoints,application,app,configuration,0
s2-listmonk,F2,r7,C3,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r7,C3,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r7,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r7,C3,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r7,C4,llm-b-freeform,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r7,C4,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r7,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r7,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r7,C4,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r7,C5,llm-b-freeform,Application API handlers,application,app,configuration,0
s2-listmonk,F2,r7,C5,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r7,C5,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r7,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r7,C5,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r8,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C1,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C1,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C2,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C2,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r8,C3,llm-b-freeform,API endpoints,application,app,configuration,0
s2-listmonk,F2,r8,C3,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r8,C3,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r8,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r8,C3,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r8,C4,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r8,C4,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r8,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r8,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r8,C4,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r8,C5,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r8,C5,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r8,C5,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r8,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r8,C5,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r9,C1,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C1,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C1,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C2,llm-b-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C2,llm-freeform,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C2,rule-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r9,C3,llm-b-freeform,API endpoints or configuration,application,app,configuration,0
s2-listmonk,F2,r9,C3,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r9,C3,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r9,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r9,C3,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r9,C4,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r9,C4,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r9,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r9,C4,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r9,C4,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F2,r9,C5,llm-b-freeform,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r9,C5,llm-freeform,application,application,app,configuration,1
s2-listmonk,F2,r9,C5,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r9,C5,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r9,C5,rule-grounded,seed-job,database,app,configuration,0
s2-listmonk,F3,r1,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0
s2-listmonk,F3,r1,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0
s2-listmonk,F3,r1,C2,llm-b-grounded,postgres-migrate-z4dr7 pod,infrastructure,app,infrastructure,0
s2-listmonk,F3,r1,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0
s2-listmonk,F3,r1,C3,llm-b-grounded,postgres-migrate-z4dr7 pod,infrastructure,app,infrastructure,0
s2-listmonk,F3,r1,C3,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s2-listmonk,F3,r1,C4,llm-b-grounded,postgres-migrate-z4dr7 Pod,configuration,app,infrastructure,0
s2-listmonk,F3,r1,C4,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s2-listmonk,F3,r1,C5,llm-b-grounded,Database Migration Job,infrastructure,app,infrastructure,0
s2-listmonk,F3,r1,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s2-listmonk,F3,r10,C1,llm-b-freeform,PostgreSQL database,database,app,infrastructure,0
s2-listmonk,F3,r10,C1,llm-freeform,PostgreSQL database,database,app,infrastructure,0
s2-listmonk,F3,r10,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0
s2-listmonk,F3,r10,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0
s2-listmonk,F3,r10,C1,rule-grounded,unknown,unknown,app,infrastructure,0
s2-listmonk,F3,r10,C2,llm-b-freeform,Container Image Registry,infrastructure,app,infrastructure,0
